city,country
Umvoti Local Municipality,Republic of South Africa
Umzimkhulu Local Municipality,Republic of South Africa
Umzimvubu Local Municipality,Republic of South Africa
Umzumbe Local Municipality,Republic of South Africa
uPhongolo Local Municipality,Republic of South Africa
Victor Khanye Local Municipality,Republic of South Africa
Walter Sisulu Local Municipality,Republic of South Africa
Witzenberg Local Municipality,Republic of South Africa
Camdeboo Local Municipality,Republic of South Africa
Ikwezi Local Municipality,Republic of South Africa
Baviaans Local Municipality,Republic of South Africa
Nkonkobe Local Municipality,Republic of South Africa
Nxuba Local Municipality,Republic of South Africa
Tsolwana Local Municipality,Republic of South Africa
Inkwanca Local Municipality,Republic of South Africa
Lukhanji Local Municipality,Republic of South Africa
Maletswai Local Municipality,Republic of South Africa
Gariep Local Municipality,Republic of South Africa
Motheo District Municipality,Republic of South Africa
Naledi Local Municipality,Republic of South Africa
Metsweding District Municipality,Republic of South Africa
Nokeng tsa Taemane Local Municipality,Republic of South Africa
Kungwini Local Municipality,Republic of South Africa
Randfontein Local Municipality,Republic of South Africa
Westonaria Local Municipality,Republic of South Africa
Ezinqoleni Local Municipality,Republic of South Africa
Hibiscus Coast Local Municipality,Republic of South Africa
Vulamehlo Local Municipality,Republic of South Africa
Emnambithi/Ladysmith Local Municipality,Republic of South Africa
Indaka Local Municipality,Republic of South Africa
Umtshezi Local Municipality,Republic of South Africa
Imbabazane Local Municipality,Republic of South Africa
Big 5 False Bay Local Municipality,Republic of South Africa
Hlabisa Local Municipality,Republic of South Africa
Ntambanana Local Municipality,Republic of South Africa
Ingwe Local Municipality,Republic of South Africa
Kwa Sani Local Municipality,Republic of South Africa
Bohlabela District Municipality,Republic of South Africa
Mutale Local Municipality,Republic of South Africa
Aganang Local Municipality,Republic of South Africa
Mookgopong Local Municipality,Republic of South Africa
Modimolle Local Municipality,Republic of South Africa
Fetakgomo Local Municipality,Republic of South Africa
Greater Tubatse Local Municipality,Republic of South Africa
Umjindi Local Municipality,Republic of South Africa
Kagisano Local Municipality,Republic of South Africa
Molopo Local Municipality,Republic of South Africa
Ventersdorp Local Municipality,Republic of South Africa
Tlokwe Local Municipality,Republic of South Africa
Mier Local Municipality,Republic of South Africa
//Khara Hais Local Municipality,Republic of South Africa
   ,Republic of Korea
   ,Republic of Korea
   ,Republic of Korea
   ,Republic of Korea
   ,Republic of Korea
   ,Republic of Korea
Andong,Republic of Korea
Ansan,Republic of Korea
Anseong,Republic of Korea
Anyang,Republic of Korea
Asan,Republic of Korea
Boryeong,Republic of Korea
Bucheon,Republic of Korea
Busan,Republic of Korea
Changwon,Republic of Korea
Cheonan,Republic of Korea
Cheongju,Republic of Korea
Chuncheon,Republic of Korea
Chungju,Republic of Korea
Daegu,Republic of Korea
Daejeon,Republic of Korea
Dangjin,Republic of Korea
Dongducheon,Republic of Korea
Donghae,Republic of Korea
Gangneung,Republic of Korea
Geoje,Republic of Korea
Gimcheon,Republic of Korea
Gimhae,Republic of Korea
Gimje,Republic of Korea
Gimpo,Republic of Korea
Gongju,Republic of Korea
Goyang,Republic of Korea
Gumi,Republic of Korea
Gunpo,Republic of Korea
Gunsan,Republic of Korea
Guri,Republic of Korea
Gwacheon,Republic of Korea
Gwangju,Republic of Korea
Gwangju,Republic of Korea
Gwangmyeong,Republic of Korea
Gwangyang,Republic of Korea
Gyeongju,Republic of Korea
Gyeongsan,Republic of Korea
Gyeryong,Republic of Korea
Hanam,Republic of Korea
Hwaseong,Republic of Korea
Icheon,Republic of Korea
Iksan,Republic of Korea
Incheon,Republic of Korea
Jecheon,Republic of Korea
Jeongeup,Republic of Korea
Jeonju,Republic of Korea
Jeju,Republic of Korea
Jinju,Republic of Korea
Naju,Republic of Korea
Namyangju,Republic of Korea
Namwon,Republic of Korea
Nonsan,Republic of Korea
Miryang,Republic of Korea
Mokpo,Republic of Korea
Mungyeong,Republic of Korea
Osan,Republic of Korea
Paju,Republic of Korea
Pocheon,Republic of Korea
Pohang,Republic of Korea
Pyeongtaek,Republic of Korea
Sacheon,Republic of Korea
Sangju,Republic of Korea
Samcheok,Republic of Korea
Sejong,Republic of Korea
Seogwipo,Republic of Korea
Seongnam,Republic of Korea
Seosan,Republic of Korea
Seoul,Republic of Korea
Siheung,Republic of Korea
Sokcho,Republic of Korea
Suncheon,Republic of Korea
Suwon,Republic of Korea
Taebaek,Republic of Korea
Tongyeong,Republic of Korea
Uijeongbu,Republic of Korea
Uiwang,Republic of Korea
Ulsan,Republic of Korea
Wonju,Republic of Korea
Yangju,Republic of Korea
Yangsan,Republic of Korea
Yeoju,Republic of Korea
Yeongcheon,Republic of Korea
Yeongju,Republic of Korea
Yeosu,Republic of Korea
Yongin,Republic of Korea
Chungmu,Republic of Korea
Daecheon,Republic of Korea
Donggwangyang,Republic of Korea
Geumseong,Republic of Korea
Gyeongseong,Republic of Korea
Iri,Republic of Korea
Jangseungpo,Republic of Korea
Jeomchon,Republic of Korea
Jeongju,Republic of Korea
Migeum,Republic of Korea
Onyang,Republic of Korea
Samcheonpo,Republic of Korea
Busan,Republic of Korea
Busan,Republic of Korea
Cheongju,Republic of Korea
Chuncheon,Republic of Korea
Daegu,Republic of Korea
Daegu,Republic of Korea
Daejeon,Republic of Korea
Daejeon,Republic of Korea
Gunsan,Republic of Korea
Gwangju,Republic of Korea
Gwangju,Republic of Korea
Gyeongseong,Republic of Korea
Incheon,Republic of Korea
Incheon,Republic of Korea
Iri,Republic of Korea
Jeonju,Republic of Korea
Jinhae,Republic of Korea
Jinju,Republic of Korea
Masan,Republic of Korea
Masan,Republic of Korea
Mokpo,Republic of Korea
Songjeong,Republic of Korea
Songtan,Republic of Korea
Ulsan,Republic of Korea
Yeocheon,Republic of Korea
Cheongjin,Republic of Korea
Gaeseong,Republic of Korea
Haeju,Republic of Korea
Hamheung,Republic of Korea
Heungnam,Republic of Korea
Jinnampo,Republic of Korea
Najin,Republic of Korea
Pyeongyang,Republic of Korea
Sariwon,Republic of Korea
Seongjin,Republic of Korea
Sineuiju,Republic of Korea
Songnim,Republic of Korea
Wonsan,Republic of Korea
Georgian,Republic of South Ossetia
Semi-presidential republic,Republic of South Ossetia
Anatoliy Bibilov,Republic of South Ossetia
Erik Pukhayev,Republic of South Ossetia
Parliament,Republic of South Ossetia
20 September 1990[1],Republic of South Ossetia
"21 December, 1991",Republic of South Ossetia
26 August 2008 (limited),Republic of South Ossetia
"3,900 km2 (1,500 sq mi)",Republic of South Ossetia
negligible,Republic of South Ossetia
"53,532[2]",Republic of South Ossetia
13/km2 (33.7/sq mi),Republic of South Ossetia
Russian ruble (RUB),Republic of South Ossetia
MSK (UTC+3),Republic of South Ossetia
right,Republic of South Ossetia
+995 34,Republic of South Ossetia
GE,Republic of South Ossetia
Ossetians,Republic of South Ossetia
Georgians,Republic of South Ossetia
Russians,Republic of South Ossetia
Armenians,Republic of South Ossetia
Jews,Republic of South Ossetia
Others,Republic of South Ossetia
Part of a series on the,Republic of South Ossetia
   ,Republic of South Ossetia
Abyei*,Republic of South Sudan
Akobo,Republic of South Sudan
Aweil,Republic of South Sudan
Bentiu (Bantiu),Republic of South Sudan
Bor,Republic of South Sudan
Daga Post,Republic of South Sudan
Juba,Republic of South Sudan
Gogrial,Republic of South Sudan
Kajo Keji,Republic of South Sudan
Kapoeta,Republic of South Sudan
Kaya,Republic of South Sudan
Kuajok,Republic of South Sudan
Malakal,Republic of South Sudan
Malualkon,Republic of South Sudan
Magwi,Republic of South Sudan
Maridi,Republic of South Sudan
Nimule,Republic of South Sudan
Pibor,Republic of South Sudan
Raga,Republic of South Sudan
Renk,Republic of South Sudan
Rumbek,Republic of South Sudan
Tonj,Republic of South Sudan
Torit,Republic of South Sudan
Tumbura,Republic of South Sudan
Warrap,Republic of South Sudan
Wau,Republic of South Sudan
Yambio,Republic of South Sudan
Yei,Republic of South Sudan
Yirol,Republic of South Sudan
 Andalusia,Kingdom of Spain
Almería province,Kingdom of Spain
Cádiz province,Kingdom of Spain
Córdoba province,Kingdom of Spain
Granada province,Kingdom of Spain
Huelva province,Kingdom of Spain
Jaén province,Kingdom of Spain
Málaga province,Kingdom of Spain
Seville province,Kingdom of Spain
 Aragon,Kingdom of Spain
Huesca province,Kingdom of Spain
Teruel province,Kingdom of Spain
Zaragoza province,Kingdom of Spain
 Asturias*,Kingdom of Spain
 Balearic Islands*,Kingdom of Spain
 Basque Country,Kingdom of Spain
Álava province,Kingdom of Spain
Biscay province,Kingdom of Spain
Gipuzkoa province,Kingdom of Spain
 Canary Islands,Kingdom of Spain
Las Palmas province,Kingdom of Spain
Santa Cruz de Tenerife province,Kingdom of Spain
 Cantabria*,Kingdom of Spain
 Castile and León,Kingdom of Spain
Ávila province,Kingdom of Spain
Burgos province,Kingdom of Spain
León province,Kingdom of Spain
Palencia province,Kingdom of Spain
Salamanca province,Kingdom of Spain
Segovia province,Kingdom of Spain
Soria province,Kingdom of Spain
Valladolid province,Kingdom of Spain
Zamora province,Kingdom of Spain
 Castile–La Mancha,Kingdom of Spain
Albacete province,Kingdom of Spain
Ciudad Real province,Kingdom of Spain
Cuenca province,Kingdom of Spain
Guadalajara province,Kingdom of Spain
Toledo province,Kingdom of Spain
 Catalonia,Kingdom of Spain
Barcelona province,Kingdom of Spain
Girona province,Kingdom of Spain
Lleida province,Kingdom of Spain
Tarragona province,Kingdom of Spain
 Extremadura,Kingdom of Spain
Badajoz province,Kingdom of Spain
Cáceres province,Kingdom of Spain
 Galicia,Kingdom of Spain
A Coruña province,Kingdom of Spain
Lugo province,Kingdom of Spain
Ourense province,Kingdom of Spain
Pontevedra province,Kingdom of Spain
 Madrid*,Kingdom of Spain
 Murcia*,Kingdom of Spain
 Navarre*,Kingdom of Spain
 La Rioja*,Kingdom of Spain
 Valencian Community,Kingdom of Spain
Alicante province,Kingdom of Spain
Castellón province,Kingdom of Spain
Valencia province,Kingdom of Spain
 Ceuta,Kingdom of Spain
 Melilla,Kingdom of Spain
Madrid,Kingdom of Spain
Barcelona,Kingdom of Spain
Valencia,Kingdom of Spain
Seville,Kingdom of Spain
Zaragoza,Kingdom of Spain
Málaga,Kingdom of Spain
Murcia,Kingdom of Spain
Palma,Kingdom of Spain
Las Palmas de Gran Canaria,Kingdom of Spain
Bilbao,Kingdom of Spain
Alicante,Kingdom of Spain
Córdoba,Kingdom of Spain
Valladolid,Kingdom of Spain
Vigo,Kingdom of Spain
Gijón,Kingdom of Spain
L'Hospitalet de Llobregat,Kingdom of Spain
A Coruña,Kingdom of Spain
Vitoria-Gasteiz,Kingdom of Spain
Granada,Kingdom of Spain
Elche,Kingdom of Spain
Oviedo,Kingdom of Spain
Badalona,Kingdom of Spain
Cartagena,Kingdom of Spain
Terrassa,Kingdom of Spain
Jerez de la Frontera,Kingdom of Spain
Sabadell,Kingdom of Spain
Santa Cruz de Tenerife,Kingdom of Spain
Móstoles,Kingdom of Spain
Alcalá de Henares,Kingdom of Spain
Pamplona,Kingdom of Spain
Fuenlabrada,Kingdom of Spain
Almería,Kingdom of Spain
Leganés,Kingdom of Spain
Donostia-San Sebastián,Kingdom of Spain
Burgos,Kingdom of Spain
Santander,Kingdom of Spain
Castellón de la Plana,Kingdom of Spain
Getafe,Kingdom of Spain
Albacete,Kingdom of Spain
Alcorcón,Kingdom of Spain
Logroño,Kingdom of Spain
San Cristóbal de La Laguna,Kingdom of Spain
Badajoz,Kingdom of Spain
Salamanca,Kingdom of Spain
Huelva,Kingdom of Spain
Lleida,Kingdom of Spain
Marbella,Kingdom of Spain
Tarragona,Kingdom of Spain
León,Kingdom of Spain
Cádiz,Kingdom of Spain
Cáceres,Kingdom of Spain
Lorca,Kingdom of Spain
Badajoz,Kingdom of Spain
Córdoba,Kingdom of Spain
Almodóvar del Campo,Kingdom of Spain
Jerez de la Frontera,Kingdom of Spain
Albacete,Kingdom of Spain
Zaragoza,Kingdom of Spain
Écija,Kingdom of Spain
Jumilla,Kingdom of Spain
Andújar,Kingdom of Spain
Cuenca,Kingdom of Spain
Moratalla,Kingdom of Spain
Carmona,Kingdom of Spain
Hornachuelos,Kingdom of Spain
Murcia,Kingdom of Spain
Mérida,Kingdom of Spain
Villarrobledo,Kingdom of Spain
Almonte,Kingdom of Spain
Caravaca de la Cruz,Kingdom of Spain
Cangas del Narcea,Kingdom of Spain
Antequera,Kingdom of Spain
Requena,Kingdom of Spain
Hellín,Kingdom of Spain
Jerez de los Caballeros,Kingdom of Spain
Alburquerque,Kingdom of Spain
Trujillo,Kingdom of Spain
Utrera,Kingdom of Spain
Santiago-Pontones,Kingdom of Spain
Los Yébenes,Kingdom of Spain
Chinchilla de Monte-Aragón,Kingdom of Spain
Alcázar de San Juan,Kingdom of Spain
Retuerta del Bullaque,Kingdom of Spain
Mula,Kingdom of Spain
Ejea de los Caballeros,Kingdom of Spain
Madrid,Kingdom of Spain
Níjar,Kingdom of Spain
Alía,Kingdom of Spain
Valencia de Alcántara,Kingdom of Spain
Osuna,Kingdom of Spain
Fuente Obejuna,Kingdom of Spain
Montoro,Kingdom of Spain
Sabiñánigo,Kingdom of Spain
Alhambra,Kingdom of Spain
Piedrabuena,Kingdom of Spain
Don Benito,Kingdom of Spain
Cartagena,Kingdom of Spain
Alcántara,Kingdom of Spain
Baza,Kingdom of Spain
Tineo,Kingdom of Spain
Omdurman,Republic of the Sudan
Khartoum North,Republic of the Sudan
Port Sudan,Republic of the Sudan
Kassala,Republic of the Sudan
El Obeid,Republic of the Sudan
Wad Madani,Republic of the Sudan
El Fasher,Republic of the Sudan
Ad-Damazin,Republic of the Sudan
Geneina,Republic of the Sudan
Unincorporated area,Svalbard (Territory of Norway)
Longyearbyen,Svalbard (Territory of Norway)
Norwegian Bokmål,Svalbard (Territory of Norway)
 Kingdom of Norway,Svalbard (Territory of Norway)
Kjerstin Askholt (2015–),Svalbard (Territory of Norway)
"61,022 km2 (23,561 sq mi)",Svalbard (Territory of Norway)
"2,668",Svalbard (Territory of Norway)
Norwegian krone (NOK),Svalbard (Territory of Norway)
CET (UTC+1),Svalbard (Territory of Norway)
CEST (UTC+2),Svalbard (Territory of Norway)
.no a,Svalbard (Territory of Norway)
Manzini,Kingdom of Swaziland
Mbabane,Kingdom of Swaziland
Big Bend,Kingdom of Swaziland
Malkerns,Kingdom of Swaziland
Nhlangano,Kingdom of Swaziland
Mhlume,Kingdom of Swaziland
Hluti,Kingdom of Swaziland
Simunye,Kingdom of Swaziland
Siteki,Kingdom of Swaziland
Piggs Peak,Kingdom of Swaziland
Lobamba,Kingdom of Swaziland
Ngomane,Kingdom of Swaziland
Vuvulane,Kingdom of Swaziland
Mpaka,Kingdom of Swaziland
Kwaluseni,Kingdom of Swaziland
Bhunya,Kingdom of Swaziland
Mhlambanyatsi,Kingdom of Swaziland
Mondi,Kingdom of Swaziland
Tabankulu,Kingdom of Swaziland
Hlatikulu,Kingdom of Swaziland
Bulembu,Kingdom of Swaziland
Kubuta,Kingdom of Swaziland
Tjaneni,Kingdom of Swaziland
Sidvokodvo,Kingdom of Swaziland
Lavumisa,Kingdom of Swaziland
Ngwenya,Kingdom of Swaziland
Nsoko,Kingdom of Swaziland
Mankayane,Kingdom of Swaziland
Alingsås,Kingdom of Sweden
Arboga,Kingdom of Sweden
Arvika,Kingdom of Sweden
Askersund,Kingdom of Sweden
Avesta,Kingdom of Sweden
Boden,Kingdom of Sweden
Bollnäs,Kingdom of Sweden
Borgholm,Kingdom of Sweden
Borlänge,Kingdom of Sweden
Borås,Kingdom of Sweden
Djursholm,Kingdom of Sweden
Eksjö,Kingdom of Sweden
Enköping,Kingdom of Sweden
Eskilstuna,Kingdom of Sweden
Eslöv,Kingdom of Sweden
Fagersta,Kingdom of Sweden
